"document_date","po_number","line_number","supplier_id","supplier_name","pro_class","pro_class_description","desc_goods","service","expense_area","po_value"
"2017-06-05","ZZP273509","8","10966","National Car Parks Ltd","390000","Works - Construction, Repair & Maintenance  ","Signage","Capital Expenditure","Bridgefield Development - General Costs","997"
"2017-06-05","ZZP273509","9","10966","National Car Parks Ltd","390000","Works - Construction, Repair & Maintenance  ","Signage","Capital Expenditure","Bridgefield Development - General Costs","1170"
"2017-06-05","ZZP273509","10","10966","National Car Parks Ltd","390000","Works - Construction, Repair & Maintenance  ","Signage","Capital Expenditure","Bridgefield Development - General Costs","838"
"2017-06-05","ZZP273509","11","10966","National Car Parks Ltd","390000","Works - Construction, Repair & Maintenance  ","Signage","Capital Expenditure","Bridgefield Development - General Costs","1102.37"
"2017-06-05","ZZP273509","12","10966","National Car Parks Ltd","390000","Works - Construction, Repair & Maintenance  ","Signage","Capital Expenditure","Bridgefield Development - General Costs","1600"
"2017-06-05","ZZP273509","13","10966","National Car Parks Ltd","390000","Works - Construction, Repair & Maintenance  ","Signage","Capital Expenditure","Bridgefield Development - General Costs","1119.53"
"2017-06-05","ZZP273509","14","10966","National Car Parks Ltd","390000","Works - Construction, Repair & Maintenance  ","Signage","Capital Expenditure","Bridgefield Development - General Costs","2800"
"2017-06-05","ZZP273509","15","10966","National Car Parks Ltd","390000","Works - Construction, Repair & Maintenance  ","Signage","Capital Expenditure","Bridgefield Development - General Costs","2346"
"2017-06-05","ZZP273509","16","10966","National Car Parks Ltd","390000","Works - Construction, Repair & Maintenance  ","Signage","Capital Expenditure","Bridgefield Development - General Costs","833"
"2017-06-05","ZZP273509","17","10966","National Car Parks Ltd","390000","Works - Construction, Repair & Maintenance  ","Signage","Capital Expenditure","Bridgefield Development - General Costs","4167"
"2017-06-05","ZZP273509","18","10966","National Car Parks Ltd","390000","Works - Construction, Repair & Maintenance  ","Signage","Capital Expenditure","Bridgefield Development - General Costs","4392.85"
"2017-06-07","ZZP273574","1","2927","XMA Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Infrastructure","8331.49"
"2017-06-07","ZZP273595","1","11126","The Light Cinemas Limited","190000","Facilities & Management Services  ","Fixtures and Fittings","Capital Expenditure","Bridgefield Development - General Costs","3520000"
"2017-06-07","ZZP273601","1","10062","Dr David Bostwick","290000","Arts & Leisure Services  ","Professional Fees","Capital Expenditure","Bramall Hall Phase 2 – Interpretation Works","6000"
"2017-06-07","ZZP273607","1","8583","CrowdControlHQ","290000","Arts & Leisure Services  ","Publicity and Promotion","Corporate and Support Services","POD Communications","11628"
"2017-06-07","ZZP273609","1","5384","Pitney Bowes Software Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to Place","Investing in Growth","132587"
"2017-06-08","ZZP273628","1","5384","Pitney Bowes Software Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to Place","Policy-Transportation & Health","132587"
"2017-06-09","ZZP273697","1","3529","Solutions SK Ltd","391114","Works - Construction, Repair & Maintenance Buildings Surveys","Capital Expenditure - Fees","Capital Expenditure","STCAP 606 Woodbank Park Cycle Path - Land","6570.24"
"2017-06-09","ZZP273699","1","2025","BT Plc","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","STCAP 303 King St West (Gradwell Street to R. Mers","7292.12"
"2017-06-09","ZZP273700","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP 303 King St West (Gradwell Street to R. Mers","5225"
"2017-06-09","ZZP273701","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Capital Expenditure","5078 Astley St/Swaine St - TFGM Mersey Bridge - On","13100.8"
"2017-06-09","ZZP273707","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Services to Place","ECS-Buildings Team","12634.5"
"2017-06-09","ZZP273716","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","004 A6 Viaduct Waterproofing - On Site","10831.1"
"2017-06-09","ZZP273717","1","865","Bethell Construction Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","Flood Event 07/16 - Structures - Feasibility","53181.9"
"2017-06-09","ZZP273718","1","5915","Atkins Global","150000","Consultancy   ","Professional Fees","Services to Place","Design Framework Staff","42920"
"2017-06-12","ZZP273784","1","11109","Cleveland Land Services (Guisb","240000","Horticultural  ","Grounds Maintenance","Services to Place","SPECIAL PROJECT 1","10935.4"
"2017-06-12","ZZP273785","1","8010","GROUNDWORK & LEISURE SERVIC","240000","Horticultural  ","Grounds Maintenance","Services to Place","SPECIAL PROJECT 1","18748"
"2017-06-13","ZZP273787","1","3738","Open Text UKLtd","110000","Catering  ","Expenses and Allowances","Corporate and Support Services","IT Systems","50099.5"
"2017-06-13","ZZP273818","1","5384","Pitney Bowes Europe Software L","270000","Information Communication Technology  ","Information and Communications Technology","Services to Place","Investing in Growth","28610"
"2017-06-13","ZZP273818","2","5384","Pitney Bowes Europe Software L","270000","Information Communication Technology  ","Information and Communications Technology","Services to Place","Investing in Growth","2760"
"2017-06-13","ZZP273818","3","5384","Pitney Bowes Europe Software L","270000","Information Communication Technology  ","Information and Communications Technology","Services to Place","Investing in Growth","31210"
"2017-06-13","ZZP273819","1","5464","ELECTRICITY NORTH WEST LIMITED","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","STCAP 303 King St West (Gradwell Street to R. Mers","30968.7"
"2017-06-13","ZZP273820","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Capital Expenditure","Flood Event 07/16 - Greenspace - Construction","175815"
"2017-06-13","ZZP273821","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Services to Place","Network Assets Staff","12480"
"2017-06-13","ZZP273831","1","178","Trafford Council","999999","Fees and Charges","Fees and Charges","Corporate and Support Services","STaR Procurement","436947"
"2017-06-14","ZZP273894","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Highway Drainage Investment Programme - On Site","7100"
"2017-06-14","ZZP273897","1","7831","Transport for Gtr M/CR (HFAS)","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","004 A6 Viaduct Waterproofing - On Site","9000"
"2017-06-15","ZZP273947","1","223","Groundwork Landscapes Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","SPECIAL PROJECT 1","9128.72"
"2017-06-15","ZZP273948","1","223","Groundwork Landscapes Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","SPECIAL PROJECT 1","8057.45"
"2017-06-15","ZZP273949","1","223","Groundwork Landscapes Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","SPECIAL PROJECT 1","9069.91"
"2017-06-19","ZZP274045","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Capital Expenditure","1906 Mill Lane Cemetery Infrastructure Works 2017/","14267.1"
"2017-06-19","ZZP274046","1","8106","Tarmac Building Products Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","STCAPChestergte(RockRow-GtUnderbk)OnSit","166418"
"2017-06-19","ZZP274048","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP Market Street & Underbanks Paving - On Site","30073.5"
"2017-06-19","ZZP274120","1","2438","J Greenwood (Builders) Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Bramall Hall Phase 2 – Capital Works","57336"
"2017-06-19","ZZP274124","1","7820","Greater Manchester Combined","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","1012 A6MARR CMM - Marple - Feasibility","5050"
"2017-06-20","ZZP274174","1","5915","Atkins Global","150000","Consultancy   ","Professional Fees","Services to Place","ECS-Head of Engineering Consultancy Services","15840"
"2017-06-20","ZZP274176","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Capital Expenditure","Main Contractor DD - On Site","12219"
"2017-06-21","ZZP274211","1","3291","Leica Geosystems Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","004 A6 Viaduct Waterproofing - On Site","33823.3"
"2017-06-21","ZZP274249","1","9357","Cheshire East Council (Sandbac","150000","Consultancy   ","Professional Fees","Services to Place","Directorate","40000"
"2017-06-22","ZZP274316","1","7820","Greater Manchester GMUTC","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","1012C A6MARR CMM - Marple-A6/St Thomas Crossing -","19593.7"
"2017-06-22","ZZP274317","1","757","Transport for Greater Manchest","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","HIP Carriageways - On Site","9700"
"2017-06-23","ZZP274321","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","004 A6 Viaduct Waterproofing - On Site","15880"
"2017-06-23","ZZP274322","1","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Capital Expenditure","Pothole Repair Fund 2017/18 - Greenspace","21447.1"
"2017-06-23","ZZP274323","1","433","Mott MacDonald Ltd","150000","Consultancy   ","Professional Fees","Services to Place","Investing in Growth","29900"
"2017-06-23","ZZP274367","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Services to Place","ECS-Buildings Team","7982.2"
"2017-06-23","ZZP274377","1","433","Mott MacDonald Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","SEMMMS Prep Costs - On Site","71330"
"2017-06-26","ZZP274420","1","628","Life Leisure","999999","Fees and Charges","Fees and Charges","Services to Place","Sports Trust","8800"
"2017-06-27","ZZP274505","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","STCAP Market Street & Underbanks Paving - On Site","7241.59"
"2017-06-28","ZZP274509","1","223","Groundwork Landscapes Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","SPECIAL PROJECT 1","5225"
"2017-06-28","ZZP274525","1","683","AECOM Limited","150000","Consultancy   ","Professional Fees","Services to Place","Investing in Growth","19278"
"2017-06-28","ZZP274526","1","8106","Tarmac Building Products Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP Bridgefield Street - On Site","49210.5"
"2017-06-28","ZZP274527","1","11153","Kaarbon Technology Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Capital Expenditure","TAMP Development & Monitoring - Design","17230"
"2017-06-28","ZZP274528","1","8106","Tarmac Building Products Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP Bridgefield Street - On Site","79961.1"
"2017-06-28","ZZP274530","1","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Capital Expenditure","Pothole Repair Fund 2017/18 - Greenspace","6620.17"
"2017-06-30","ZZP274661","1","11168","4 Global Consulting Ltd","260000","Human Resources  ","Staff Training","Services to Place","Local Plan Project","22400"
"2017-06-30","ZZP274667","1","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","SPECIAL PROJECT 1","6081.06"
"2017-06-30","ZZP274676","1","3529","Solutions SK Ltd","210000","Furniture & Soft Furnishings  ","Furniture and Equipment","Capital Expenditure","004 A6 Viaduct Waterproofing - On Site","54403.3"
"2017-06-30","ZZP274721","1","5835","Virgin Media Access Network Pl","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","STCAP 402 Knightsbridge and Great Portwood St - On","20143.7"
"2017-04-20","ZZS271487","1","8300","Astun Technologies Limited","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","ECS-Survey, Cartography and GIS Team","16250"
"2017-04-20","ZZS271487","2","8300","Astun Technologies Limited","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","ECS-Survey, Cartography and GIS Team","1500"
"2017-05-22","ZZS272921","1","4272","Civica UK Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","Business Development Unit","7000"
